"12812: Kommunestyre- og fylkestingsvalget. Valgdeltakelse (prosent), etter region, alder, utdanningsnivå, statistikkvariabel, fireårlig og kjønn"

"region";"alder";"utdanningsnivå";"Valgdeltakelse 2019 Menn";"Valgdeltakelse 2019 Kvinner"
"3816 Nome";"Alder i alt";"Grunnskolenivå";44.2;51.3
"3816 Nome";"Alder i alt";"Videregående skolenivå";64.1;68.4
"3816 Nome";"Alder i alt";"Universitets- og høgskolenivå";83.2;77.4
"3816 Nome";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";28.2;42.5
"3816 Nome";"18-19 år";"Utdanningsnivå i alt";35.4;50.0
"3816 Nome";"18-19 år";"Grunnskolenivå";35.4;51.2
"3816 Nome";"18-19 år";"Videregående skolenivå";.;.
"3816 Nome";"18-19 år";"Universitets- og høgskolenivå";.;.
"3816 Nome";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;..
"3816 Nome";"20-24 år";"Utdanningsnivå i alt";39.2;46.1
"3816 Nome";"20-24 år";"Grunnskolenivå";25.9;37.0
"3816 Nome";"20-24 år";"Videregående skolenivå";46.0;45.3
"3816 Nome";"20-24 år";"Universitets- og høgskolenivå";:;:
"3816 Nome";"20-24 år";"Uoppgitt eller ingen fullført utdanning";40.0;66.7
"3816 Nome";"25-44 år";"Utdanningsnivå i alt";48.0;58.5
"3816 Nome";"25-44 år";"Grunnskolenivå";30.9;42.6
"3816 Nome";"25-44 år";"Videregående skolenivå";48.3;52.5
"3816 Nome";"25-44 år";"Universitets- og høgskolenivå";71.9;73.6
"3816 Nome";"25-44 år";"Uoppgitt eller ingen fullført utdanning";25.6;43.5
"3816 Nome";"45-66 år";"Utdanningsnivå i alt";67.2;71.4
"3816 Nome";"45-66 år";"Grunnskolenivå";47.7;55.3
"3816 Nome";"45-66 år";"Videregående skolenivå";70.7;73.3
"3816 Nome";"45-66 år";"Universitets- og høgskolenivå";88.3;80.6
"3816 Nome";"45-66 år";"Uoppgitt eller ingen fullført utdanning";31.3;44.8
"3816 Nome";"67-79 år";"Utdanningsnivå i alt";76.9;77.8
"3816 Nome";"67-79 år";"Grunnskolenivå";64.2;60.9
"3816 Nome";"67-79 år";"Videregående skolenivå";78.5;82.4
"3816 Nome";"67-79 år";"Universitets- og høgskolenivå";92.9;90.1
"3816 Nome";"67-79 år";"Uoppgitt eller ingen fullført utdanning";25.0;33.3
"3816 Nome";"80 år eller eldre";"Utdanningsnivå i alt";68.1;57.6
"3816 Nome";"80 år eller eldre";"Grunnskolenivå";62.3;51.3
"3816 Nome";"80 år eller eldre";"Videregående skolenivå";69.2;64.7
"3816 Nome";"80 år eller eldre";"Universitets- og høgskolenivå";81.8;60.0
"3816 Nome";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";..;..
"3817 Midt-Telemark";"Alder i alt";"Utdanningsnivå i alt";54.5;63.4
"3817 Midt-Telemark";"Alder i alt";"Grunnskolenivå";36.8;47.1
"3817 Midt-Telemark";"Alder i alt";"Videregående skolenivå";54.7;60.5
"3817 Midt-Telemark";"Alder i alt";"Universitets- og høgskolenivå";75.9;79.4
"3817 Midt-Telemark";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";23.1;33.6
"3817 Midt-Telemark";"18-19 år";"Utdanningsnivå i alt";42.4;53.5
"3817 Midt-Telemark";"18-19 år";"Grunnskolenivå";42.6;54.3
"3817 Midt-Telemark";"18-19 år";"Videregående skolenivå";.;.
"3817 Midt-Telemark";"18-19 år";"Universitets- og høgskolenivå";.;.
"3817 Midt-Telemark";"18-19 år";"Uoppgitt eller ingen fullført utdanning";33.3;..
"3817 Midt-Telemark";"20-24 år";"Utdanningsnivå i alt";28.4;43.2
"3817 Midt-Telemark";"20-24 år";"Grunnskolenivå";19.6;38.6
"3817 Midt-Telemark";"20-24 år";"Videregående skolenivå";29.1;44.9
"3817 Midt-Telemark";"20-24 år";"Universitets- og høgskolenivå";:;:
"3817 Midt-Telemark";"20-24 år";"Uoppgitt eller ingen fullført utdanning";33.3;27.8
"3817 Midt-Telemark";"25-44 år";"Utdanningsnivå i alt";43.4;56.9
"3817 Midt-Telemark";"25-44 år";"Grunnskolenivå";27.0;27.6
"3817 Midt-Telemark";"25-44 år";"Videregående skolenivå";41.8;46.2
"3817 Midt-Telemark";"25-44 år";"Universitets- og høgskolenivå";62.5;73.4
"3817 Midt-Telemark";"25-44 år";"Uoppgitt eller ingen fullført utdanning";22.3;39.2
"3817 Midt-Telemark";"45-66 år";"Utdanningsnivå i alt";64.1;70.2
"3817 Midt-Telemark";"45-66 år";"Grunnskolenivå";42.8;53.0
"3817 Midt-Telemark";"45-66 år";"Videregående skolenivå";64.9;67.2
"3817 Midt-Telemark";"45-66 år";"Universitets- og høgskolenivå";84.7;84.7
"3817 Midt-Telemark";"45-66 år";"Uoppgitt eller ingen fullført utdanning";18.2;19.4
"3817 Midt-Telemark";"67-79 år";"Utdanningsnivå i alt";76.1;76.6
"3817 Midt-Telemark";"67-79 år";"Grunnskolenivå";51.7;61.7
"3817 Midt-Telemark";"67-79 år";"Videregående skolenivå";75.7;74.1
"3817 Midt-Telemark";"67-79 år";"Universitets- og høgskolenivå";91.7;90.2
"3817 Midt-Telemark";"67-79 år";"Uoppgitt eller ingen fullført utdanning";66.7;80.0
"3817 Midt-Telemark";"80 år eller eldre";"Utdanningsnivå i alt";59.0;55.8
"3817 Midt-Telemark";"80 år eller eldre";"Grunnskolenivå";47.0;46.9
"3817 Midt-Telemark";"80 år eller eldre";"Videregående skolenivå";59.8;55.6
"3817 Midt-Telemark";"80 år eller eldre";"Universitets- og høgskolenivå";77.3;86.7
"3817 Midt-Telemark";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";33.3;33.3
"3818 Tinn";"Alder i alt";"Utdanningsnivå i alt";61.8;70.9
"3818 Tinn";"Alder i alt";"Grunnskolenivå";47.3;59.0
"3818 Tinn";"Alder i alt";"Videregående skolenivå";66.0;72.3
"3818 Tinn";"Alder i alt";"Universitets- og høgskolenivå";79.9;84.3
"3818 Tinn";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";22.6;36.6
"3818 Tinn";"18-19 år";"Utdanningsnivå i alt";48.3;55.8
"3818 Tinn";"18-19 år";"Grunnskolenivå";49.5;57.1
"3818 Tinn";"18-19 år";"Videregående skolenivå";.;.
"3818 Tinn";"18-19 år";"Universitets- og høgskolenivå";.;.
"3818 Tinn";"18-19 år";"Uoppgitt eller ingen fullført utdanning";..;..
"3818 Tinn";"20-24 år";"Utdanningsnivå i alt";28.8;49.8
"3818 Tinn";"20-24 år";"Grunnskolenivå";24.2;40.1
"3818 Tinn";"20-24 år";"Videregående skolenivå";33.7;50.1
"3818 Tinn";"20-24 år";"Universitets- og høgskolenivå";:;:
"3818 Tinn";"20-24 år";"Uoppgitt eller ingen fullført utdanning";.;..
"3818 Tinn";"25-44 år";"Utdanningsnivå i alt";48.6;61.7
"3818 Tinn";"25-44 år";"Grunnskolenivå";37.3;46.8
"3818 Tinn";"25-44 år";"Videregående skolenivå";52.7;49.5
"3818 Tinn";"25-44 år";"Universitets- og høgskolenivå";64.1;78.5
"3818 Tinn";"25-44 år";"Uoppgitt eller ingen fullført utdanning";21.7;50.1
"3818 Tinn";"45-66 år";"Utdanningsnivå i alt";67.4;77.4
"3818 Tinn";"45-66 år";"Grunnskolenivå";46.8;61.9
"3818 Tinn";"45-66 år";"Videregående skolenivå";71.4;79.3
"3818 Tinn";"45-66 år";"Universitets- og høgskolenivå";84.9;88.1
"3818 Tinn";"45-66 år";"Uoppgitt eller ingen fullført utdanning";20.0;31.3
"3818 Tinn";"67-79 år";"Utdanningsnivå i alt";77.5;83.6
"3818 Tinn";"67-79 år";"Grunnskolenivå";64.5;75.6
"3818 Tinn";"67-79 år";"Videregående skolenivå";79.1;84.9
"3818 Tinn";"67-79 år";"Universitets- og høgskolenivå";90.0;92.5
"3818 Tinn";"67-79 år";"Uoppgitt eller ingen fullført utdanning";40.1;33.4
"3818 Tinn";"80 år eller eldre";"Utdanningsnivå i alt";75.1;60.8
"3818 Tinn";"80 år eller eldre";"Grunnskolenivå";70.3;55.4
"3818 Tinn";"80 år eller eldre";"Videregående skolenivå";74.7;65.6
"3818 Tinn";"80 år eller eldre";"Universitets- og høgskolenivå";93.9;77.9
"3818 Tinn";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";50.1;..
"3819 Hjartdal";"Alder i alt";"Utdanningsnivå i alt";70.7;77.2
"3819 Hjartdal";"Alder i alt";"Grunnskolenivå";55.6;65.3
"3819 Hjartdal";"Alder i alt";"Videregående skolenivå";77.3;77.8
"3819 Hjartdal";"Alder i alt";"Universitets- og høgskolenivå";82.9;89.0
"3819 Hjartdal";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";31.3;50.0
"3819 Hjartdal";"18-19 år";"Utdanningsnivå i alt";63.6;52.0
"3819 Hjartdal";"18-19 år";"Grunnskolenivå";63.6;52.0
"3819 Hjartdal";"18-19 år";"Videregående skolenivå";.;.
"3819 Hjartdal";"18-19 år";"Universitets- og høgskolenivå";.;.
"3819 Hjartdal";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"3819 Hjartdal";"20-24 år";"Utdanningsnivå i alt";51.1;51.9
"3819 Hjartdal";"20-24 år";"Grunnskolenivå";55.6;33.3
"3819 Hjartdal";"20-24 år";"Videregående skolenivå";46.2;53.6
"3819 Hjartdal";"20-24 år";"Universitets- og høgskolenivå";:;:
"3819 Hjartdal";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;50.0
"3819 Hjartdal";"25-44 år";"Utdanningsnivå i alt";63.0;76.5
"3819 Hjartdal";"25-44 år";"Grunnskolenivå";40.9;52.9
"3819 Hjartdal";"25-44 år";"Videregående skolenivå";77.9;72.6
"3819 Hjartdal";"25-44 år";"Universitets- og høgskolenivå";66.7;90.0
"3819 Hjartdal";"25-44 år";"Uoppgitt eller ingen fullført utdanning";28.6;25.0
"3819 Hjartdal";"45-66 år";"Utdanningsnivå i alt";75.2;84.3
"3819 Hjartdal";"45-66 år";"Grunnskolenivå";54.0;80.0
"3819 Hjartdal";"45-66 år";"Videregående skolenivå";78.2;80.0
"3819 Hjartdal";"45-66 år";"Universitets- og høgskolenivå";100.0;94.7
"3819 Hjartdal";"45-66 år";"Uoppgitt eller ingen fullført utdanning";42.9;100.0
"3819 Hjartdal";"67-79 år";"Utdanningsnivå i alt";78.7;84.0
"3819 Hjartdal";"67-79 år";"Grunnskolenivå";70.3;84.0
"3819 Hjartdal";"67-79 år";"Videregående skolenivå";83.3;85.3
"3819 Hjartdal";"67-79 år";"Universitets- og høgskolenivå";80.0;87.5
"3819 Hjartdal";"67-79 år";"Uoppgitt eller ingen fullført utdanning";.;..
"3819 Hjartdal";"80 år eller eldre";"Utdanningsnivå i alt";70.5;73.2
"3819 Hjartdal";"80 år eller eldre";"Grunnskolenivå";61.1;53.9
"3819 Hjartdal";"80 år eller eldre";"Videregående skolenivå";89.5;83.3
"3819 Hjartdal";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"3819 Hjartdal";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";..;.
"3820 Seljord";"Alder i alt";"Utdanningsnivå i alt";65.0;71.9
"3820 Seljord";"Alder i alt";"Grunnskolenivå";50.2;56.4
"3820 Seljord";"Alder i alt";"Videregående skolenivå";66.8;72.1
"3820 Seljord";"Alder i alt";"Universitets- og høgskolenivå";84.4;87.8
"3820 Seljord";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";20.7;24.3
"3820 Seljord";"18-19 år";"Utdanningsnivå i alt";44.1;71.9
"3820 Seljord";"18-19 år";"Grunnskolenivå";45.5;71.9
"3820 Seljord";"18-19 år";"Videregående skolenivå";.;.
"3820 Seljord";"18-19 år";"Universitets- og høgskolenivå";.;.
"3820 Seljord";"18-19 år";"Uoppgitt eller ingen fullført utdanning";..;.
"3820 Seljord";"20-24 år";"Utdanningsnivå i alt";41.3;54.6
"3820 Seljord";"20-24 år";"Grunnskolenivå";24.0;64.3
"3820 Seljord";"20-24 år";"Videregående skolenivå";47.7;47.5
"3820 Seljord";"20-24 år";"Universitets- og høgskolenivå";:;:
"3820 Seljord";"20-24 år";"Uoppgitt eller ingen fullført utdanning";.;.
"3820 Seljord";"25-44 år";"Utdanningsnivå i alt";52.2;66.7
"3820 Seljord";"25-44 år";"Grunnskolenivå";43.8;51.8
"3820 Seljord";"25-44 år";"Videregående skolenivå";48.4;63.2
"3820 Seljord";"25-44 år";"Universitets- og høgskolenivå";80.6;82.9
"3820 Seljord";"25-44 år";"Uoppgitt eller ingen fullført utdanning";16.7;16.0
"3820 Seljord";"45-66 år";"Utdanningsnivå i alt";72.6;79.2
"3820 Seljord";"45-66 år";"Grunnskolenivå";61.3;57.3
"3820 Seljord";"45-66 år";"Videregående skolenivå";72.8;79.0
"3820 Seljord";"45-66 år";"Universitets- og høgskolenivå";84.4;94.2
"3820 Seljord";"45-66 år";"Uoppgitt eller ingen fullført utdanning";33.3;40.0
"3820 Seljord";"67-79 år";"Utdanningsnivå i alt";81.3;75.9
"3820 Seljord";"67-79 år";"Grunnskolenivå";58.7;60.0
"3820 Seljord";"67-79 år";"Videregående skolenivå";85.5;76.9
"3820 Seljord";"67-79 år";"Universitets- og høgskolenivå";93.6;89.4
"3820 Seljord";"67-79 år";"Uoppgitt eller ingen fullført utdanning";..;100.0
"3820 Seljord";"80 år eller eldre";"Utdanningsnivå i alt";60.0;59.2
"3820 Seljord";"80 år eller eldre";"Grunnskolenivå";53.6;37.5
"3820 Seljord";"80 år eller eldre";"Videregående skolenivå";57.1;63.8
"3820 Seljord";"80 år eller eldre";"Universitets- og høgskolenivå";78.6;88.9
"3820 Seljord";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";.;..
"3821 Kviteseid";"Alder i alt";"Utdanningsnivå i alt";60.9;69.2
"3821 Kviteseid";"Alder i alt";"Grunnskolenivå";44.0;53.7
"3821 Kviteseid";"Alder i alt";"Videregående skolenivå";64.4;68.2
"3821 Kviteseid";"Alder i alt";"Universitets- og høgskolenivå";79.9;84.3
"3821 Kviteseid";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";34.3;22.2
"3821 Kviteseid";"18-19 år";"Utdanningsnivå i alt";54.2;57.5
"3821 Kviteseid";"18-19 år";"Grunnskolenivå";54.2;59.0
"3821 Kviteseid";"18-19 år";"Videregående skolenivå";.;.
"3821 Kviteseid";"18-19 år";"Universitets- og høgskolenivå";.;.
"3821 Kviteseid";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;..
"3821 Kviteseid";"20-24 år";"Utdanningsnivå i alt";32.0;44.6
"3821 Kviteseid";"20-24 år";"Grunnskolenivå";29.6;22.2
"3821 Kviteseid";"20-24 år";"Videregående skolenivå";32.5;46.0
"3821 Kviteseid";"20-24 år";"Universitets- og høgskolenivå";:;:
"3821 Kviteseid";"20-24 år";"Uoppgitt eller ingen fullført utdanning";50.0;..
"3821 Kviteseid";"25-44 år";"Utdanningsnivå i alt";50.8;64.2
"3821 Kviteseid";"25-44 år";"Grunnskolenivå";33.3;36.8
"3821 Kviteseid";"25-44 år";"Videregående skolenivå";49.6;56.6
"3821 Kviteseid";"25-44 år";"Universitets- og høgskolenivå";76.3;78.3
"3821 Kviteseid";"25-44 år";"Uoppgitt eller ingen fullført utdanning";30.8;33.3
"3821 Kviteseid";"45-66 år";"Utdanningsnivå i alt";67.4;76.4
"3821 Kviteseid";"45-66 år";"Grunnskolenivå";45.5;62.2
"3821 Kviteseid";"45-66 år";"Videregående skolenivå";75.7;74.4
"3821 Kviteseid";"45-66 år";"Universitets- og høgskolenivå";78.1;89.4
"3821 Kviteseid";"45-66 år";"Uoppgitt eller ingen fullført utdanning";38.9;14.3
"3821 Kviteseid";"67-79 år";"Utdanningsnivå i alt";71.5;77.9
"3821 Kviteseid";"67-79 år";"Grunnskolenivå";48.9;70.0
"3821 Kviteseid";"67-79 år";"Videregående skolenivå";74.1;76.9
"3821 Kviteseid";"67-79 år";"Universitets- og høgskolenivå";91.8;85.4
"3821 Kviteseid";"67-79 år";"Uoppgitt eller ingen fullført utdanning";..;100.0
"3821 Kviteseid";"80 år eller eldre";"Utdanningsnivå i alt";67.7;55.1
"3821 Kviteseid";"80 år eller eldre";"Grunnskolenivå";63.6;43.6
"3821 Kviteseid";"80 år eller eldre";"Videregående skolenivå";63.0;58.7
"3821 Kviteseid";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"3821 Kviteseid";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";.;..
"3822 Nissedal";"Alder i alt";"Utdanningsnivå i alt";71.7;77.5
"3822 Nissedal";"Alder i alt";"Grunnskolenivå";60.3;62.7
"3822 Nissedal";"Alder i alt";"Videregående skolenivå";74.5;80.9
"3822 Nissedal";"Alder i alt";"Universitets- og høgskolenivå";84.6;88.8
"3822 Nissedal";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";52.0;55.0
"3822 Nissedal";"18-19 år";"Utdanningsnivå i alt";36.4;68.8
"3822 Nissedal";"18-19 år";"Grunnskolenivå";36.4;68.8
"3822 Nissedal";"18-19 år";"Videregående skolenivå";.;.
"3822 Nissedal";"18-19 år";"Universitets- og høgskolenivå";.;.
"3822 Nissedal";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"3822 Nissedal";"20-24 år";"Utdanningsnivå i alt";47.6;52.0
"3822 Nissedal";"20-24 år";"Grunnskolenivå";42.9;50.0
"3822 Nissedal";"20-24 år";"Videregående skolenivå";56.3;50.0
"3822 Nissedal";"20-24 år";"Universitets- og høgskolenivå";:;:
"3822 Nissedal";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;.
"3822 Nissedal";"25-44 år";"Utdanningsnivå i alt";67.3;73.8
"3822 Nissedal";"25-44 år";"Grunnskolenivå";51.7;53.6
"3822 Nissedal";"25-44 år";"Videregående skolenivå";68.4;74.4
"3822 Nissedal";"25-44 år";"Universitets- og høgskolenivå";80.0;84.1
"3822 Nissedal";"25-44 år";"Uoppgitt eller ingen fullført utdanning";50.0;55.6
"3822 Nissedal";"45-66 år";"Utdanningsnivå i alt";74.8;82.0
"3822 Nissedal";"45-66 år";"Grunnskolenivå";64.2;67.9
"3822 Nissedal";"45-66 år";"Videregående skolenivå";74.8;84.4
"3822 Nissedal";"45-66 år";"Universitets- og høgskolenivå";89.1;93.7
"3822 Nissedal";"45-66 år";"Uoppgitt eller ingen fullført utdanning";66.7;57.1
"3822 Nissedal";"67-79 år";"Utdanningsnivå i alt";86.2;84.9
"3822 Nissedal";"67-79 år";"Grunnskolenivå";86.4;71.4
"3822 Nissedal";"67-79 år";"Videregående skolenivå";86.4;89.3
"3822 Nissedal";"67-79 år";"Universitets- og høgskolenivå";94.4;92.0
"3822 Nissedal";"67-79 år";"Uoppgitt eller ingen fullført utdanning";33.3;50.0
"3822 Nissedal";"80 år eller eldre";"Utdanningsnivå i alt";64.5;68.1
"3822 Nissedal";"80 år eller eldre";"Grunnskolenivå";66.7;52.4
"3822 Nissedal";"80 år eller eldre";"Videregående skolenivå";69.2;72.2
"3822 Nissedal";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"3822 Nissedal";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";..;.
"3823 Fyresdal";"Alder i alt";"Utdanningsnivå i alt";69.6;80.1
"3823 Fyresdal";"Alder i alt";"Grunnskolenivå";60.5;64.5
"3823 Fyresdal";"Alder i alt";"Videregående skolenivå";72.4;81.5
"3823 Fyresdal";"Alder i alt";"Universitets- og høgskolenivå";76.5;90.1
"3823 Fyresdal";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";27.3;36.4
"3823 Fyresdal";"18-19 år";"Utdanningsnivå i alt";66.7;76.9
"3823 Fyresdal";"18-19 år";"Grunnskolenivå";66.7;76.9
"3823 Fyresdal";"18-19 år";"Videregående skolenivå";.;.
"3823 Fyresdal";"18-19 år";"Universitets- og høgskolenivå";.;.
"3823 Fyresdal";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"3823 Fyresdal";"20-24 år";"Utdanningsnivå i alt";46.2;55.6
"3823 Fyresdal";"20-24 år";"Grunnskolenivå";50.0;57.1
"3823 Fyresdal";"20-24 år";"Videregående skolenivå";39.1;56.0
"3823 Fyresdal";"20-24 år";"Universitets- og høgskolenivå";:;:
"3823 Fyresdal";"20-24 år";"Uoppgitt eller ingen fullført utdanning";.;.
"3823 Fyresdal";"25-44 år";"Utdanningsnivå i alt";56.5;82.4
"3823 Fyresdal";"25-44 år";"Grunnskolenivå";60.0;72.7
"3823 Fyresdal";"25-44 år";"Videregående skolenivå";58.6;81.6
"3823 Fyresdal";"25-44 år";"Universitets- og høgskolenivå";52.2;88.4
"3823 Fyresdal";"25-44 år";"Uoppgitt eller ingen fullført utdanning";33.3;42.9
"3823 Fyresdal";"45-66 år";"Utdanningsnivå i alt";77.2;86.8
"3823 Fyresdal";"45-66 år";"Grunnskolenivå";56.3;76.0
"3823 Fyresdal";"45-66 år";"Videregående skolenivå";82.3;86.3
"3823 Fyresdal";"45-66 år";"Universitets- og høgskolenivå";83.3;94.0
"3823 Fyresdal";"45-66 år";"Uoppgitt eller ingen fullført utdanning";..;33.3
"3823 Fyresdal";"67-79 år";"Utdanningsnivå i alt";79.4;80.5
"3823 Fyresdal";"67-79 år";"Grunnskolenivå";73.9;50.0
"3823 Fyresdal";"67-79 år";"Videregående skolenivå";78.0;88.9
"3823 Fyresdal";"67-79 år";"Universitets- og høgskolenivå";87.0;87.5
"3823 Fyresdal";"67-79 år";"Uoppgitt eller ingen fullført utdanning";100.0;..
"3823 Fyresdal";"80 år eller eldre";"Utdanningsnivå i alt";68.8;64.3
"3823 Fyresdal";"80 år eller eldre";"Grunnskolenivå";45.5;52.4
"3823 Fyresdal";"80 år eller eldre";"Videregående skolenivå";76.9;66.7
"3823 Fyresdal";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"3823 Fyresdal";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";.;.
"3824 Tokke";"Alder i alt";"Utdanningsnivå i alt";68.5;76.9
"3824 Tokke";"Alder i alt";"Grunnskolenivå";54.7;57.1
"3824 Tokke";"Alder i alt";"Videregående skolenivå";71.5;79.1
"3824 Tokke";"Alder i alt";"Universitets- og høgskolenivå";79.8;88.0
"3824 Tokke";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";61.9;75.0
"3824 Tokke";"18-19 år";"Utdanningsnivå i alt";57.6;70.4
"3824 Tokke";"18-19 år";"Grunnskolenivå";59.4;70.4
"3824 Tokke";"18-19 år";"Videregående skolenivå";.;.
"3824 Tokke";"18-19 år";"Universitets- og høgskolenivå";.;.
"3824 Tokke";"18-19 år";"Uoppgitt eller ingen fullført utdanning";..;.
"3824 Tokke";"20-24 år";"Utdanningsnivå i alt";40.5;50.8
"3824 Tokke";"20-24 år";"Grunnskolenivå";34.6;25.0
"3824 Tokke";"20-24 år";"Videregående skolenivå";44.4;52.5
"3824 Tokke";"20-24 år";"Universitets- og høgskolenivå";:;:
"3824 Tokke";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;.
"3824 Tokke";"25-44 år";"Utdanningsnivå i alt";64.7;77.4
"3824 Tokke";"25-44 år";"Grunnskolenivå";42.9;34.8
"3824 Tokke";"25-44 år";"Videregående skolenivå";65.4;74.0
"3824 Tokke";"25-44 år";"Universitets- og høgskolenivå";79.2;87.6
"3824 Tokke";"25-44 år";"Uoppgitt eller ingen fullført utdanning";62.5;75.0
"3824 Tokke";"45-66 år";"Utdanningsnivå i alt";73.2;82.7
"3824 Tokke";"45-66 år";"Grunnskolenivå";57.3;60.4
"3824 Tokke";"45-66 år";"Videregående skolenivå";75.4;85.8
"3824 Tokke";"45-66 år";"Universitets- og høgskolenivå";82.9;88.5
"3824 Tokke";"45-66 år";"Uoppgitt eller ingen fullført utdanning";62.5;83.3
"3824 Tokke";"67-79 år";"Utdanningsnivå i alt";78.9;82.7
"3824 Tokke";"67-79 år";"Grunnskolenivå";69.7;68.4
"3824 Tokke";"67-79 år";"Videregående skolenivå";83.0;86.1
"3824 Tokke";"67-79 år";"Universitets- og høgskolenivå";76.0;93.3
"3824 Tokke";"67-79 år";"Uoppgitt eller ingen fullført utdanning";100.0;50.0
"3824 Tokke";"80 år eller eldre";"Utdanningsnivå i alt";67.2;65.3
"3824 Tokke";"80 år eller eldre";"Grunnskolenivå";58.1;55.8
"3824 Tokke";"80 år eller eldre";"Videregående skolenivå";76.2;70.2
"3824 Tokke";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
